~id, ~from, ~to, ~label, weight:Int
e1523, p77, t762, ok boomer, 25
e1524, t762, p77, ok boomer, 25
e1525, p77, t763, ok boomer, 25
e1526, t763, p77, ok boomer, 25
e1527, p77, t514, ok boomer, 25
e1528, t514, p77, ok boomer, 25
e1529, p77, t765, ok boomer, 25
e1530, t765, p77, ok boomer, 25
e1531, p77, t766, ok boomer, 25
e1532, t766, p77, ok boomer, 25
e1533, p77, t767, ok boomer, 25
e1534, t767, p77, ok boomer, 25
e1535, p77, t768, ok boomer, 25
e1536, t768, p77, ok boomer, 25
e1537, p78, t769, ok boomer, 11
e1538, t769, p78, ok boomer, 11
e1539, p78, t770, ok boomer, 11
e1540, t770, p78, ok boomer, 11
e1541, p78, t771, ok boomer, 9
e1542, t771, p78, ok boomer, 9
e1543, p78, t772, ok boomer, 8
e1544, t772, p78, ok boomer, 8
e1545, p78, t773, ok boomer, 5
e1546, t773, p78, ok boomer, 5
e1547, p78, t774, ok boomer, 5
e1548, t774, p78, ok boomer, 5
e1549, p78, t775, ok boomer, 5
e1550, t775, p78, ok boomer, 5
e1551, p78, t776, ok boomer, 5
e1552, t776, p78, ok boomer, 5
e1553, p78, t777, ok boomer, 4
e1554, t777, p78, ok boomer, 4
e1555, p78, t778, ok boomer, 4
e1556, t778, p78, ok boomer, 4
e1557, p79, t779, ok boomer, 25
e1558, t779, p79, ok boomer, 25
e1559, p79, t703, ok boomer, 25
e1560, t703, p79, ok boomer, 25
e1561, p79, t781, ok boomer, 25
e1562, t781, p79, ok boomer, 25
e1563, p79, t782, ok boomer, 25
e1564, t782, p79, ok boomer, 25
e1565, p79, t783, ok boomer, 25
e1566, t783, p79, ok boomer, 25
e1567, p79, t474, ok boomer, 25
e1568, t474, p79, ok boomer, 25
e1569, p79, t467, ok boomer, 25
e1570, t467, p79, ok boomer, 25
e1571, p79, t786, ok boomer, 25
e1572, t786, p79, ok boomer, 25
e1573, p79, t787, ok boomer, 25
e1574, t787, p79, ok boomer, 25
e1575, p79, t788, ok boomer, 25
e1576, t788, p79, ok boomer, 25
e1577, p80, t789, ok boomer, 2
e1578, t789, p80, ok boomer, 2
e1579, p80, t790, ok boomer, 1
e1580, t790, p80, ok boomer, 1
e1581, p80, t791, ok boomer, 1
e1582, t791, p80, ok boomer, 1
e1583, p80, t792, ok boomer, 1
e1584, t792, p80, ok boomer, 1
e1585, p80, t793, ok boomer, 1
e1586, t793, p80, ok boomer, 1
e1587, p80, t794, ok boomer, 1
e1588, t794, p80, ok boomer, 1
e1589, p80, t795, ok boomer, 1
e1590, t795, p80, ok boomer, 1
e1591, p80, t796, ok boomer, 1
e1592, t796, p80, ok boomer, 1
e1593, p80, t797, ok boomer, 1
e1594, t797, p80, ok boomer, 1
e1595, p80, t798, ok boomer, 1
e1596, t798, p80, ok boomer, 1
e1597, p81, t799, ok boomer, 25
e1598, t799, p81, ok boomer, 25
e1599, p81, t800, ok boomer, 25
e1600, t800, p81, ok boomer, 25
e1601, p81, t801, ok boomer, 25
e1602, t801, p81, ok boomer, 25
e1603, p81, t802, ok boomer, 25
e1604, t802, p81, ok boomer, 25
e1605, p81, t803, ok boomer, 25
e1606, t803, p81, ok boomer, 25
e1607, p81, t804, ok boomer, 25
e1608, t804, p81, ok boomer, 25
e1609, p81, t805, ok boomer, 25
e1610, t805, p81, ok boomer, 25
e1611, p81, t806, ok boomer, 25
e1612, t806, p81, ok boomer, 25
e1613, p81, t807, ok boomer, 25
e1614, t807, p81, ok boomer, 25
e1615, p81, t565, ok boomer, 6
e1616, t565, p81, ok boomer, 6
e1617, p82, t809, ok boomer, 25
e1618, t809, p82, ok boomer, 25
e1619, p82, t810, ok boomer, 25
e1620, t810, p82, ok boomer, 25
e1621, p82, t811, ok boomer, 25
e1622, t811, p82, ok boomer, 25
e1623, p82, t812, ok boomer, 25
e1624, t812, p82, ok boomer, 25
e1625, p82, t467, ok boomer, 24
e1626, t467, p82, ok boomer, 24
e1627, p82, t814, ok boomer, 24
e1628, t814, p82, ok boomer, 24
e1629, p82, t483, ok boomer, 23
e1630, t483, p82, ok boomer, 23
e1631, p82, t347, ok boomer, 21
e1632, t347, p82, ok boomer, 21
e1633, p82, t817, ok boomer, 21
e1634, t817, p82, ok boomer, 21
e1635, p82, t818, ok boomer, 20
e1636, t818, p82, ok boomer, 20
e1637, p83, t819, ok boomer, 22
e1638, t819, p83, ok boomer, 22
e1639, p83, t820, ok boomer, 22
e1640, t820, p83, ok boomer, 22
e1641, p83, t821, ok boomer, 19
e1642, t821, p83, ok boomer, 19
e1643, p83, t822, ok boomer, 18
e1644, t822, p83, ok boomer, 18
e1645, p83, t823, ok boomer, 7
e1646, t823, p83, ok boomer, 7
e1647, p83, t824, ok boomer, 5
e1648, t824, p83, ok boomer, 5
e1649, p83, t825, ok boomer, 4
e1650, t825, p83, ok boomer, 4
e1651, p83, t826, ok boomer, 3
e1652, t826, p83, ok boomer, 3
e1653, p83, t827, ok boomer, 3
e1654, t827, p83, ok boomer, 3
e1655, p83, t828, ok boomer, 3
e1656, t828, p83, ok boomer, 3
e1657, p84, t562, ok boomer, 25
e1658, t562, p84, ok boomer, 25
e1659, p84, t830, ok boomer, 25
e1660, t830, p84, ok boomer, 25
e1661, p84, t831, ok boomer, 22
e1662, t831, p84, ok boomer, 22
e1663, p84, t832, ok boomer, 22
e1664, t832, p84, ok boomer, 22
e1665, p84, t833, ok boomer, 22
e1666, t833, p84, ok boomer, 22
e1667, p84, t834, ok boomer, 22
e1668, t834, p84, ok boomer, 22
e1669, p84, t835, ok boomer, 22
e1670, t835, p84, ok boomer, 22
e1671, p84, t561, ok boomer, 10
e1672, t561, p84, ok boomer, 10
e1673, p84, t837, ok boomer, 5
e1674, t837, p84, ok boomer, 5
e1675, p84, t703, ok boomer, 5
e1676, t703, p84, ok boomer, 5
e1677, p85, t839, ok boomer, 25
e1678, t839, p85, ok boomer, 25
e1679, p85, t840, ok boomer, 25
e1680, t840, p85, ok boomer, 25
e1681, p85, t841, ok boomer, 25
e1682, t841, p85, ok boomer, 25
e1683, p85, t842, ok boomer, 25
e1684, t842, p85, ok boomer, 25
e1685, p85, t843, ok boomer, 25
e1686, t843, p85, ok boomer, 25
e1687, p85, t844, ok boomer, 25
e1688, t844, p85, ok boomer, 25
e1689, p85, t845, ok boomer, 25
e1690, t845, p85, ok boomer, 25
e1691, p85, t846, ok boomer, 25
e1692, t846, p85, ok boomer, 25
e1693, p85, t847, ok boomer, 25
e1694, t847, p85, ok boomer, 25
e1695, p85, t848, ok boomer, 25
e1696, t848, p85, ok boomer, 25
e1697, p86, t849, ok boomer, 1
e1698, t849, p86, ok boomer, 1
e1699, p86, t850, ok boomer, 1
e1700, t850, p86, ok boomer, 1
e1701, p86, t851, ok boomer, 1
e1702, t851, p86, ok boomer, 1
e1703, p86, t852, ok boomer, 1
e1704, t852, p86, ok boomer, 1
e1705, p86, t853, ok boomer, 1
e1706, t853, p86, ok boomer, 1
e1707, p86, t854, ok boomer, 1
e1708, t854, p86, ok boomer, 1
e1709, p86, t855, ok boomer, 1
e1710, t855, p86, ok boomer, 1
e1711, p86, t856, ok boomer, 1
e1712, t856, p86, ok boomer, 1
e1713, p86, t857, ok boomer, 1
e1714, t857, p86, ok boomer, 1
e1715, p86, t858, ok boomer, 1
e1716, t858, p86, ok boomer, 1
e1717, p87, t859, ok boomer, 25
e1718, t859, p87, ok boomer, 25
e1719, p87, t860, ok boomer, 25
e1720, t860, p87, ok boomer, 25
e1721, p87, t861, ok boomer, 25
e1722, t861, p87, ok boomer, 25
e1723, p87, t862, ok boomer, 25
e1724, t862, p87, ok boomer, 25
e1725, p87, t863, ok boomer, 25
e1726, t863, p87, ok boomer, 25
e1727, p87, t497, ok boomer, 16
e1728, t497, p87, ok boomer, 16
e1729, p87, t865, ok boomer, 16
e1730, t865, p87, ok boomer, 16
e1731, p87, t866, ok boomer, 16
e1732, t866, p87, ok boomer, 16
e1733, p87, t867, ok boomer, 16
e1734, t867, p87, ok boomer, 16
e1735, p87, t868, ok boomer, 15
e1736, t868, p87, ok boomer, 15
e1737, p88, t869, ok boomer, 9
e1738, t869, p88, ok boomer, 9
e1739, p88, t870, ok boomer, 7
e1740, t870, p88, ok boomer, 7
e1741, p88, t871, ok boomer, 4
e1742, t871, p88, ok boomer, 4
e1743, p88, t872, ok boomer, 4
e1744, t872, p88, ok boomer, 4
e1745, p88, t873, ok boomer, 4
e1746, t873, p88, ok boomer, 4
e1747, p88, t874, ok boomer, 4
e1748, t874, p88, ok boomer, 4
e1749, p88, t875, ok boomer, 4
e1750, t875, p88, ok boomer, 4
e1751, p88, t876, ok boomer, 4
e1752, t876, p88, ok boomer, 4
e1753, p88, t877, ok boomer, 4
e1754, t877, p88, ok boomer, 4
e1755, p88, t878, ok boomer, 3
e1756, t878, p88, ok boomer, 3
e1757, p89, t879, ok boomer, 25
e1758, t879, p89, ok boomer, 25
e1759, p89, t880, ok boomer, 10
e1760, t880, p89, ok boomer, 10
e1761, p89, t881, ok boomer, 10
e1762, t881, p89, ok boomer, 10
e1763, p89, t882, ok boomer, 10
e1764, t882, p89, ok boomer, 10
e1765, p89, t883, ok boomer, 10
e1766, t883, p89, ok boomer, 10
e1767, p89, t884, ok boomer, 10
e1768, t884, p89, ok boomer, 10
e1769, p89, t885, ok boomer, 10
e1770, t885, p89, ok boomer, 10
e1771, p89, t886, ok boomer, 10
e1772, t886, p89, ok boomer, 10
e1773, p89, t887, ok boomer, 10
e1774, t887, p89, ok boomer, 10
e1775, p89, t888, ok boomer, 10
e1776, t888, p89, ok boomer, 10
e1777, p90, t889, ok boomer, 7
e1778, t889, p90, ok boomer, 7
e1779, p90, t890, ok boomer, 7
e1780, t890, p90, ok boomer, 7
e1781, p90, t891, ok boomer, 5
e1782, t891, p90, ok boomer, 5
e1783, p90, t892, ok boomer, 3
e1784, t892, p90, ok boomer, 3
e1785, p90, t893, ok boomer, 3
e1786, t893, p90, ok boomer, 3
e1787, p90, t894, ok boomer, 2
e1788, t894, p90, ok boomer, 2
e1789, p90, t895, ok boomer, 2
e1790, t895, p90, ok boomer, 2
e1791, p90, t896, ok boomer, 2
e1792, t896, p90, ok boomer, 2
e1793, p90, t316, ok boomer, 2
e1794, t316, p90, ok boomer, 2
e1795, p90, t898, ok boomer, 2
e1796, t898, p90, ok boomer, 2
e1797, p91, t899, ok boomer, 25
e1798, t899, p91, ok boomer, 25
e1799, p91, t900, ok boomer, 25
e1800, t900, p91, ok boomer, 25
e1801, p91, t901, ok boomer, 25
e1802, t901, p91, ok boomer, 25
e1803, p91, t879, ok boomer, 25
e1804, t879, p91, ok boomer, 25
e1805, p91, t903, ok boomer, 25
e1806, t903, p91, ok boomer, 25
e1807, p91, t763, ok boomer, 25
e1808, t763, p91, ok boomer, 25
e1809, p91, t905, ok boomer, 1
e1810, t905, p91, ok boomer, 1
e1811, p91, t906, ok boomer, 1
e1812, t906, p91, ok boomer, 1
e1813, p91, t907, ok boomer, 1
e1814, t907, p91, ok boomer, 1
e1815, p91, t908, ok boomer, 1
e1816, t908, p91, ok boomer, 1
e1817, p92, t909, ok boomer, 25
e1818, t909, p92, ok boomer, 25
e1819, p92, t910, ok boomer, 25
e1820, t910, p92, ok boomer, 25
e1821, p92, t911, ok boomer, 25
e1822, t911, p92, ok boomer, 25
e1823, p92, t912, ok boomer, 25
e1824, t912, p92, ok boomer, 25
e1825, p92, t789, ok boomer, 25
e1826, t789, p92, ok boomer, 25
e1827, p92, t807, ok boomer, 25
e1828, t807, p92, ok boomer, 25
e1829, p92, t915, ok boomer, 25
e1830, t915, p92, ok boomer, 25
e1831, p92, t916, ok boomer, 25
e1832, t916, p92, ok boomer, 25
e1833, p92, t917, ok boomer, 25
e1834, t917, p92, ok boomer, 25
e1835, p92, t918, ok boomer, 25
e1836, t918, p92, ok boomer, 25
e1837, p93, t807, ok boomer, 4
e1838, t807, p93, ok boomer, 4
e1839, p93, t920, ok boomer, 3
e1840, t920, p93, ok boomer, 3
e1841, p93, t921, ok boomer, 3
e1842, t921, p93, ok boomer, 3
e1843, p93, t922, ok boomer, 3
e1844, t922, p93, ok boomer, 3
e1845, p93, t923, ok boomer, 3
e1846, t923, p93, ok boomer, 3
e1847, p93, t924, ok boomer, 3
e1848, t924, p93, ok boomer, 3
e1849, p93, t925, ok boomer, 2
e1850, t925, p93, ok boomer, 2
e1851, p93, t926, ok boomer, 2
e1852, t926, p93, ok boomer, 2
e1853, p93, t927, ok boomer, 2
e1854, t927, p93, ok boomer, 2
e1855, p93, t928, ok boomer, 2
e1856, t928, p93, ok boomer, 2
e1857, p94, t929, ok boomer, 25
e1858, t929, p94, ok boomer, 25
e1859, p94, t930, ok boomer, 23
e1860, t930, p94, ok boomer, 23
e1861, p94, t931, ok boomer, 19
e1862, t931, p94, ok boomer, 19
e1863, p94, t932, ok boomer, 18
e1864, t932, p94, ok boomer, 18
e1865, p94, t933, ok boomer, 13
e1866, t933, p94, ok boomer, 13
e1867, p94, t934, ok boomer, 7
e1868, t934, p94, ok boomer, 7
e1869, p94, t935, ok boomer, 6
e1870, t935, p94, ok boomer, 6
e1871, p94, t936, ok boomer, 5
e1872, t936, p94, ok boomer, 5
e1873, p94, t937, ok boomer, 4
e1874, t937, p94, ok boomer, 4
e1875, p94, t938, ok boomer, 4
e1876, t938, p94, ok boomer, 4
e1877, p95, t807, ok boomer, 5
e1878, t807, p95, ok boomer, 5
e1879, p95, t940, ok boomer, 5
e1880, t940, p95, ok boomer, 5
e1881, p95, t941, ok boomer, 5
e1882, t941, p95, ok boomer, 5
e1883, p95, t942, ok boomer, 4
e1884, t942, p95, ok boomer, 4
e1885, p95, t943, ok boomer, 3
e1886, t943, p95, ok boomer, 3
e1887, p95, t944, ok boomer, 3
e1888, t944, p95, ok boomer, 3
e1889, p95, t945, ok boomer, 3
e1890, t945, p95, ok boomer, 3
e1891, p95, t946, ok boomer, 3
e1892, t946, p95, ok boomer, 3
e1893, p95, t947, ok boomer, 3
e1894, t947, p95, ok boomer, 3
e1895, p95, t948, ok boomer, 3
e1896, t948, p95, ok boomer, 3
e1897, p96, t434, ok boomer, 25
e1898, t434, p96, ok boomer, 25
e1899, p96, t950, ok boomer, 25
e1900, t950, p96, ok boomer, 25
e1901, p96, t951, ok boomer, 25
e1902, t951, p96, ok boomer, 25
e1903, p96, t952, ok boomer, 25
e1904, t952, p96, ok boomer, 25
e1905, p96, t491, ok boomer, 25
e1906, t491, p96, ok boomer, 25
e1907, p96, t163, ok boomer, 25
e1908, t163, p96, ok boomer, 25
e1909, p96, t789, ok boomer, 25
e1910, t789, p96, ok boomer, 25
e1911, p96, t600, ok boomer, 25
e1912, t600, p96, ok boomer, 25
e1913, p96, t656, ok boomer, 25
e1914, t656, p96, ok boomer, 25
e1915, p96, t958, ok boomer, 25
e1916, t958, p96, ok boomer, 25
e1917, p97, t959, ok boomer, 4
e1918, t959, p97, ok boomer, 4
e1919, p97, t960, ok boomer, 3
e1920, t960, p97, ok boomer, 3
e1921, p97, t961, ok boomer, 3
e1922, t961, p97, ok boomer, 3
e1923, p97, t962, ok boomer, 3
e1924, t962, p97, ok boomer, 3
e1925, p97, t963, ok boomer, 3
e1926, t963, p97, ok boomer, 3
e1927, p97, t964, ok boomer, 3
e1928, t964, p97, ok boomer, 3
e1929, p97, t965, ok boomer, 3
e1930, t965, p97, ok boomer, 3
e1931, p97, t966, ok boomer, 3
e1932, t966, p97, ok boomer, 3
e1933, p97, t967, ok boomer, 3
e1934, t967, p97, ok boomer, 3
e1935, p97, t968, ok boomer, 3
e1936, t968, p97, ok boomer, 3
e1937, p98, t969, ok boomer, 25
e1938, t969, p98, ok boomer, 25
e1939, p98, t970, ok boomer, 25
e1940, t970, p98, ok boomer, 25
e1941, p98, t971, ok boomer, 25
e1942, t971, p98, ok boomer, 25
e1943, p98, t972, ok boomer, 25
e1944, t972, p98, ok boomer, 25
e1945, p98, t973, ok boomer, 25
e1946, t973, p98, ok boomer, 25
e1947, p98, t431, ok boomer, 25
e1948, t431, p98, ok boomer, 25
e1949, p98, t435, ok boomer, 25
e1950, t435, p98, ok boomer, 25
e1951, p98, t976, ok boomer, 25
e1952, t976, p98, ok boomer, 25
e1953, p98, t441, ok boomer, 25
e1954, t441, p98, ok boomer, 25
e1955, p98, t978, ok boomer, 25
e1956, t978, p98, ok boomer, 25
e1957, p99, t979, ok boomer, 22
e1958, t979, p99, ok boomer, 22
e1959, p99, t980, ok boomer, 22
e1960, t980, p99, ok boomer, 22
e1961, p99, t981, ok boomer, 21
e1962, t981, p99, ok boomer, 21
e1963, p99, t982, ok boomer, 21
e1964, t982, p99, ok boomer, 21
e1965, p99, t983, ok boomer, 21
e1966, t983, p99, ok boomer, 21
e1967, p99, t891, ok boomer, 20
e1968, t891, p99, ok boomer, 20
e1969, p99, t985, ok boomer, 19
e1970, t985, p99, ok boomer, 19
e1971, p99, t986, ok boomer, 3
e1972, t986, p99, ok boomer, 3
e1973, p99, t987, ok boomer, 1
e1974, t987, p99, ok boomer, 1
e1975, p99, t988, ok boomer, 1
e1976, t988, p99, ok boomer, 1
e1977, p100, t989, ok boomer, 25
e1978, t989, p100, ok boomer, 25
e1979, p100, t990, ok boomer, 25
e1980, t990, p100, ok boomer, 25
e1981, p100, t991, ok boomer, 25
e1982, t991, p100, ok boomer, 25
e1983, p100, t992, ok boomer, 25
e1984, t992, p100, ok boomer, 25
e1985, p100, t993, ok boomer, 24
e1986, t993, p100, ok boomer, 24
e1987, p100, t994, ok boomer, 24
e1988, t994, p100, ok boomer, 24
e1989, p100, t995, ok boomer, 24
e1990, t995, p100, ok boomer, 24
e1991, p100, t996, ok boomer, 24
e1992, t996, p100, ok boomer, 24
e1993, p100, t997, ok boomer, 24
e1994, t997, p100, ok boomer, 24
e1995, p100, t998, ok boomer, 24
e1996, t998, p100, ok boomer, 24
e1997, p101, t704, ok boomer, 21
e1998, t704, p101, ok boomer, 21
e1999, p101, t1000, ok boomer, 21
e2000, t1000, p101, ok boomer, 21
e2001, p101, t1001, ok boomer, 10
e2002, t1001, p101, ok boomer, 10
e2003, p101, t1002, ok boomer, 8
e2004, t1002, p101, ok boomer, 8
e2005, p101, t1003, ok boomer, 7
e2006, t1003, p101, ok boomer, 7
e2007, p101, t1004, ok boomer, 6
e2008, t1004, p101, ok boomer, 6
e2009, p101, t1005, ok boomer, 6
e2010, t1005, p101, ok boomer, 6
e2011, p101, t578, ok boomer, 5
e2012, t578, p101, ok boomer, 5
e2013, p101, t1007, ok boomer, 5
e2014, t1007, p101, ok boomer, 5
e2015, p101, t1008, ok boomer, 5
e2016, t1008, p101, ok boomer, 5
e2017, p102, t1009, ok boomer, 6
e2018, t1009, p102, ok boomer, 6
e2019, p102, t1010, ok boomer, 6
e2020, t1010, p102, ok boomer, 6
e2021, p102, t1011, ok boomer, 5
e2022, t1011, p102, ok boomer, 5
e2023, p102, t1012, ok boomer, 4
e2024, t1012, p102, ok boomer, 4
e2025, p102, t554, ok boomer, 3
e2026, t554, p102, ok boomer, 3
e2027, p102, t1014, ok boomer, 3
e2028, t1014, p102, ok boomer, 3
e2029, p102, t1015, ok boomer, 3
e2030, t1015, p102, ok boomer, 3
e2031, p102, t1016, ok boomer, 3
e2032, t1016, p102, ok boomer, 3
e2033, p102, t1017, ok boomer, 3
e2034, t1017, p102, ok boomer, 3
e2035, p102, t1018, ok boomer, 3
e2036, t1018, p102, ok boomer, 3
e2037, p103, t1019, ok boomer, 25
e2038, t1019, p103, ok boomer, 25
e2039, p103, t1020, ok boomer, 25
e2040, t1020, p103, ok boomer, 25
e2041, p103, t1021, ok boomer, 25
e2042, t1021, p103, ok boomer, 25
e2043, p103, t1022, ok boomer, 25
e2044, t1022, p103, ok boomer, 25
e2045, p103, t1023, ok boomer, 25
e2046, t1023, p103, ok boomer, 25
e2047, p103, t1024, ok boomer, 25
e2048, t1024, p103, ok boomer, 25
e2049, p103, t1025, ok boomer, 25
e2050, t1025, p103, ok boomer, 25
e2051, p103, t1026, ok boomer, 24
e2052, t1026, p103, ok boomer, 24
e2053, p103, t751, ok boomer, 24
e2054, t751, p103, ok boomer, 24
e2055, p103, t633, ok boomer, 24
e2056, t633, p103, ok boomer, 24
e2057, p104, t467, ok boomer, 6
e2058, t467, p104, ok boomer, 6
e2059, p104, t1030, ok boomer, 6
e2060, t1030, p104, ok boomer, 6
e2061, p104, t1009, ok boomer, 4
e2062, t1009, p104, ok boomer, 4
e2063, p104, t1032, ok boomer, 4
e2064, t1032, p104, ok boomer, 4
e2065, p104, t1012, ok boomer, 3
e2066, t1012, p104, ok boomer, 3
e2067, p104, t1034, ok boomer, 3
e2068, t1034, p104, ok boomer, 3
e2069, p104, t1035, ok boomer, 2
e2070, t1035, p104, ok boomer, 2
e2071, p104, t1036, ok boomer, 2
e2072, t1036, p104, ok boomer, 2
e2073, p104, t781, ok boomer, 2
e2074, t781, p104, ok boomer, 2
e2075, p104, t1038, ok boomer, 2
e2076, t1038, p104, ok boomer, 2
e2077, p105, t537, ok boomer, 21
e2078, t537, p105, ok boomer, 21
e2079, p105, t588, ok boomer, 12
e2080, t588, p105, ok boomer, 12
e2081, p105, t581, ok boomer, 11
e2082, t581, p105, ok boomer, 11
e2083, p105, t1042, ok boomer, 8
e2084, t1042, p105, ok boomer, 8
e2085, p105, t347, ok boomer, 7
e2086, t347, p105, ok boomer, 7
e2087, p105, t467, ok boomer, 5
e2088, t467, p105, ok boomer, 5
e2089, p105, t1045, ok boomer, 5
e2090, t1045, p105, ok boomer, 5
e2091, p105, t462, ok boomer, 4
e2092, t462, p105, ok boomer, 4
e2093, p105, t1047, ok boomer, 4
e2094, t1047, p105, ok boomer, 4
e2095, p105, t1048, ok boomer, 4
e2096, t1048, p105, ok boomer, 4
e2097, p106, t1049, ok boomer, 25
e2098, t1049, p106, ok boomer, 25
e2099, p106, t1050, ok boomer, 25
e2100, t1050, p106, ok boomer, 25
e2101, p106, t1051, ok boomer, 25
e2102, t1051, p106, ok boomer, 25
e2103, p106, t1052, ok boomer, 25
e2104, t1052, p106, ok boomer, 25
e2105, p106, t1053, ok boomer, 25
e2106, t1053, p106, ok boomer, 25
e2107, p106, t554, ok boomer, 25
e2108, t554, p106, ok boomer, 25
e2109, p106, t553, ok boomer, 25
e2110, t553, p106, ok boomer, 25
e2111, p106, t1056, ok boomer, 25
e2112, t1056, p106, ok boomer, 25
e2113, p106, t1057, ok boomer, 25
e2114, t1057, p106, ok boomer, 25
e2115, p106, t540, ok boomer, 25
e2116, t540, p106, ok boomer, 25
e2117, p107, t1049, ok boomer, 25
e2118, t1049, p107, ok boomer, 25
e2119, p107, t1060, ok boomer, 25
e2120, t1060, p107, ok boomer, 25
e2121, p107, t1061, ok boomer, 25
e2122, t1061, p107, ok boomer, 25
e2123, p107, t1062, ok boomer, 25
e2124, t1062, p107, ok boomer, 25
e2125, p107, t1063, ok boomer, 25
e2126, t1063, p107, ok boomer, 25
e2127, p107, t1064, ok boomer, 25
e2128, t1064, p107, ok boomer, 25
e2129, p107, t1065, ok boomer, 25
e2130, t1065, p107, ok boomer, 25
e2131, p107, t1066, ok boomer, 25
e2132, t1066, p107, ok boomer, 25
e2133, p107, t554, ok boomer, 25
e2134, t554, p107, ok boomer, 25
e2135, p107, t1068, ok boomer, 25
e2136, t1068, p107, ok boomer, 25
e2137, p108, t1069, ok boomer, 25
e2138, t1069, p108, ok boomer, 25
e2139, p108, t1070, ok boomer, 25
e2140, t1070, p108, ok boomer, 25
e2141, p108, t450, ok boomer, 19
e2142, t450, p108, ok boomer, 19
e2143, p108, t435, ok boomer, 18
e2144, t435, p108, ok boomer, 18
e2145, p108, t1073, ok boomer, 17
e2146, t1073, p108, ok boomer, 17
e2147, p108, t1074, ok boomer, 4
e2148, t1074, p108, ok boomer, 4
e2149, p108, t1075, ok boomer, 3
e2150, t1075, p108, ok boomer, 3
e2151, p108, t1076, ok boomer, 3
e2152, t1076, p108, ok boomer, 3
e2153, p108, t1077, ok boomer, 3
e2154, t1077, p108, ok boomer, 3
e2155, p108, t1078, ok boomer, 3
e2156, t1078, p108, ok boomer, 3
e2157, p109, t1079, ok boomer, 25
e2158, t1079, p109, ok boomer, 25
e2159, p109, t751, ok boomer, 13
e2160, t751, p109, ok boomer, 13
e2161, p109, t435, ok boomer, 10
e2162, t435, p109, ok boomer, 10
e2163, p109, t1082, ok boomer, 8
e2164, t1082, p109, ok boomer, 8
e2165, p109, t1083, ok boomer, 8
e2166, t1083, p109, ok boomer, 8
e2167, p109, t1084, ok boomer, 8
e2168, t1084, p109, ok boomer, 8
e2169, p109, t1085, ok boomer, 8
e2170, t1085, p109, ok boomer, 8
e2171, p109, t1086, ok boomer, 8
e2172, t1086, p109, ok boomer, 8
e2173, p109, t1087, ok boomer, 8
e2174, t1087, p109, ok boomer, 8
e2175, p109, t1088, ok boomer, 8
e2176, t1088, p109, ok boomer, 8
e2177, p110, t1089, ok boomer, 24
e2178, t1089, p110, ok boomer, 24
e2179, p110, t554, ok boomer, 24
e2180, t554, p110, ok boomer, 24
e2181, p110, t1091, ok boomer, 24
e2182, t1091, p110, ok boomer, 24
e2183, p110, t553, ok boomer, 23
e2184, t553, p110, ok boomer, 23
e2185, p110, t751, ok boomer, 16
e2186, t751, p110, ok boomer, 16
e2187, p110, t1094, ok boomer, 8
e2188, t1094, p110, ok boomer, 8
e2189, p110, t1095, ok boomer, 8
e2190, t1095, p110, ok boomer, 8
e2191, p110, t1082, ok boomer, 6
e2192, t1082, p110, ok boomer, 6
e2193, p110, t1053, ok boomer, 6
e2194, t1053, p110, ok boomer, 6
e2195, p110, t1056, ok boomer, 4
e2196, t1056, p110, ok boomer, 4
e2197, p111, t1099, ok boomer, 25
e2198, t1099, p111, ok boomer, 25
e2199, p111, t1100, ok boomer, 25
e2200, t1100, p111, ok boomer, 25
e2201, p111, t1101, ok boomer, 25
e2202, t1101, p111, ok boomer, 25
e2203, p111, t1094, ok boomer, 24
e2204, t1094, p111, ok boomer, 24
e2205, p111, t751, ok boomer, 24
e2206, t751, p111, ok boomer, 24
e2207, p111, t1104, ok boomer, 24
e2208, t1104, p111, ok boomer, 24
e2209, p111, t1105, ok boomer, 24
e2210, t1105, p111, ok boomer, 24
e2211, p111, t435, ok boomer, 24
e2212, t435, p111, ok boomer, 24
e2213, p111, t1107, ok boomer, 24
e2214, t1107, p111, ok boomer, 24
e2215, p111, t554, ok boomer, 24
e2216, t554, p111, ok boomer, 24
e2217, p112, t1038, ok boomer, 25
e2218, t1038, p112, ok boomer, 25
e2219, p112, t1110, ok boomer, 25
e2220, t1110, p112, ok boomer, 25
e2221, p112, t1111, ok boomer, 25
e2222, t1111, p112, ok boomer, 25
e2223, p112, t1112, ok boomer, 25
e2224, t1112, p112, ok boomer, 25
e2225, p112, t1113, ok boomer, 5
e2226, t1113, p112, ok boomer, 5
e2227, p112, t1114, ok boomer, 4
e2228, t1114, p112, ok boomer, 4
e2229, p112, t1115, ok boomer, 4
e2230, t1115, p112, ok boomer, 4
e2231, p112, t1116, ok boomer, 4
e2232, t1116, p112, ok boomer, 4
e2233, p112, t1117, ok boomer, 4
e2234, t1117, p112, ok boomer, 4
e2235, p112, t1118, ok boomer, 4
e2236, t1118, p112, ok boomer, 4
e2237, p113, t1119, ok boomer, 11
e2238, t1119, p113, ok boomer, 11
e2239, p113, t1120, ok boomer, 11
e2240, t1120, p113, ok boomer, 11
e2241, p113, t426, ok boomer, 9
e2242, t426, p113, ok boomer, 9
e2243, p113, t1122, ok boomer, 9
e2244, t1122, p113, ok boomer, 9
e2245, p113, t1123, ok boomer, 9
e2246, t1123, p113, ok boomer, 9
e2247, p113, t1124, ok boomer, 8
